Year,United States,Australia,Canada,France,Germany,Italy,Japan,"Korea, Republic of",Mexico,Netherlands,New Zealand,South Africa,Spain,Sweden,Turkey,United Kingdom,group
1982,52.6,45.4,52.3,45.8,40.7,30.3,47.6,43.4,NA,37.9,NA,NA,27.4,60.5,NA,48.1,labor force participation rates for women
1983,52.9,45.5,53.1,45.8,40.5,30.5,48.5,42.8,NA,37.1,NA,NA,28.1,60.8,NA,48.4,labor force participation rates for women
1984,53.6,46.1,53.9,46.2,40.7,30.5,48,40.7,NA,38,NA,NA,28,61.1,NA,50.2,labor force participation rates for women
1985,54.5,47.1,55,46.3,41.2,30.7,47.8,41.9,NA,37.9,NA,NA,28.1,61.5,NA,50.7,labor force participation rates for women
1986,55.3,49.3,55.7,46.8,41.4,31.9,47.8,43.1,NA,40.2,54.7,NA,28.5,61.7,NA,51.4,labor force participation rates for women
1987,56,50,56.5,46.8,41.7,32.2,47.8,45,NA,41,54.9,NA,31.2,61.9,NA,52.1,labor force participation rates for women
1988,56.6,50.8,57.4,46.6,42.3,32.3,48,45,NA,42.3,54.2,NA,32.6,62.4,NA,52.8,labor force participation rates for women
1989,57.4,52.2,58.1,46.9,42.7,32.6,48.7,46.6,NA,42.6,53,NA,32.8,62.8,NA,53.6,labor force participation rates for women
1990,57.5,53.2,58.5,46.8,43.1,32.8,49.3,47,NA,44.2,54,NA,33.3,63,NA,53.9,labor force participation rates for women
1991,57.4,53,58.4,46.8,47.7,33.2,49.8,47.1,NA,45.2,54.3,NA,33.7,62.4,NA,53.6,labor force participation rates for women
1992,57.8,53.1,57.8,47.2,47.4,33.3,50,47.1,NA,46,54,NA,34.3,61.3,NA,53.2,labor force participation rates for women
1993,57.9,52.9,57.6,47.7,47.2,35.7,49.7,47.1,NA,46.2,53.9,NA,34.7,60.1,NA,53.3,labor force participation rates for women
1994,58.8,53.6,57.4,47.9,47.1,35.5,49.5,47.8,NA,47,55.1,NA,35.5,59.2,NA,53.3,labor force participation rates for women
1995,58.9,54.7,57.3,48.1,47.1,35.7,49.3,48.4,NA,48.6,55.8,NA,36,59.5,NA,53.5,labor force participation rates for women
1996,59.3,55,57.3,48.4,47.4,36.1,49.4,48.9,NA,49.4,57.2,NA,36.5,59.4,NA,53.8,labor force participation rates for women
1997,59.8,54.8,57.8,48,47.8,36.3,49.7,49.8,NA,50.8,57.1,NA,37.2,58.6,NA,54.2,labor force participation rates for women
1998,59.8,55,58.5,48.4,48.2,36.9,49.4,47.1,NA,51.4,57,NA,37.5,58,NA,54.4,labor force participation rates for women
1999,60,55,59.1,48.7,48.3,37.4,48.8,47.6,NA,52.7,57.3,NA,38.3,58.1,NA,54.9,labor force participation rates for women
2000,59.9,55.8,59.5,48.9,48.4,37.9,48.7,48.8,NA,53.9,57.4,NA,39.7,59.2,NA,55.2,labor force participation rates for women
2001,59.8,56.2,59.8,49,48.6,38.4,48.5,49.3,NA,55,58.3,NA,40.3,59.5,NA,55.1,labor force participation rates for women
2002,59.6,56.3,60.9,49.3,48.7,38.7,47.9,49.8,NA,56,59,NA,42.1,59.9,NA,55.5,labor force participation rates for women
2003,59.5,57.1,61.9,49.7,48.8,38.6,47.6,49,NA,56.3,59.4,NA,43.7,59.9,NA,55.6,labor force participation rates for women
2004,59.2,56.9,61.9,49.8,49.2,38.3,47.6,49.9,NA,56.7,59.9,NA,45,59.8,NA,55.8,labor force participation rates for women
2005,59.3,58,61.6,49.9,50.3,37.9,47.6,50.1,39,57.3,60.9,NA,46.2,60.6,NA,56.1,labor force participation rates for women
2006,59.4,58.6,61.8,50,51.2,38.1,47.9,50.3,40.3,57.8,61.4,NA,47.7,60.8,22,56.6,labor force participation rates for women
2007,59.3,59.3,62.5,50.3,51.6,37.9,48.1,50.2,40.6,59,61.8,NA,48.7,61.2,22.1,56.4,labor force participation rates for women
2008,59.5,60,62.6,50.5,51.8,38.6,48,50,40.6,59.5,62.2,50.8,50.3,61.2,22.8,56.7,labor force participation rates for women
2009,59.2,60.1,62.5,50.9,52.1,38.2,48.1,49.2,41.1,59.8,62.2,49,51.4,60.7,24.1,56.8,labor force participation rates for women
2010,58.6,59.8,62.4,51,52.4,38.2,48.1,49.4,40.7,58.4,62.1,47.4,52.1,60.3,25.6,56.8,labor force participation rates for women
2011,58.1,60,62.2,50.9,53.2,38.4,47.7,49.7,41.2,58.3,62.5,47.9,52.8,61,26.7,57,labor force participation rates for women
2012,57.7,59.9,62.1,51.2,53.2,39.7,47.7,49.9,42,58.9,62.6,48.3,53.2,61.3,27.2,57.2,labor force participation rates for women
1970,39.6,37.9,42.2,43.8,43.1,51,35.5,42.4,NA,NA,NA,NA,NA,36,NA,NA,inactivity rates
1971,39.8,37.8,41.9,43.9,43.5,51.3,35.8,42.6,NA,NA,NA,NA,NA,35.8,NA,37.2,inactivity rates
1972,39.6,37.7,41.4,44.1,43.8,52.3,36.2,42.3,NA,NA,NA,NA,NA,35.8,NA,37.1,inactivity rates
1973,39.2,37.4,40.3,43.9,43.7,52.4,36,41.6,NA,46.6,NA,NA,NA,35.9,NA,36.9,inactivity rates
1974,38.7,37,39.5,43.8,44.3,52.3,36.9,41.1,NA,46.5,NA,NA,NA,35.1,NA,36.9,inactivity rates
1975,38.8,36.8,38.9,44.3,45,52.3,37.6,41.7,NA,45.5,NA,NA,NA,34.1,NA,36.9,inactivity rates
1976,38.4,37.3,37.5,44.1,45.4,52,37.6,40.3,NA,45.9,NA,NA,NA,34,NA,37,inactivity rates
1977,37.7,37.3,37.2,43.8,45.6,51.8,37.5,40.6,NA,45.8,NA,NA,48.1,34,NA,37.2,inactivity rates
1978,36.8,38.1,36.3,43.9,45.6,52.2,37.2,40.1,NA,46,NA,NA,48.6,33.9,NA,37.4,inactivity rates
1979,36.3,38.4,35.5,43.9,45.5,52,37.3,40.5,NA,45.8,NA,NA,49.1,33.4,NA,37.3,inactivity rates
1980,36.2,37.9,35,44,45.3,51.9,37.4,41,NA,44.6,NA,NA,49.6,33.1,NA,37.2,inactivity rates
1981,36.1,38.1,34.3,44.2,45.3,51.7,37.4,41.5,NA,43.3,NA,NA,50.2,33.2,NA,37.3,inactivity rates
1982,36,38.3,35.1,42.3,45.4,52.3,37.3,41.4,NA,43.4,NA,NA,50.3,33.2,NA,38.1,inactivity rates
1983,36,38.6,34.8,42.7,45.7,52.5,36.9,42.3,NA,44.3,NA,NA,50.4,33.3,NA,38.4,inactivity rates
1984,35.6,38.5,34.5,42.9,45.6,52.7,37.3,44.2,NA,44.3,NA,NA,50.9,33.4,NA,37.2,inactivity rates
1985,35.2,38.3,34,43,45.3,52.8,37.8,43.4,NA,44.5,NA,NA,51.3,33.1,NA,37.1,inactivity rates
1986,34.7,37.2,33.6,42.9,45.1,52.2,37.9,42.9,NA,44,33.3,NA,51.4,33,NA,37.1,inactivity rates
1987,34.4,37,33.2,43.3,45,52.4,38.2,41.7,NA,44.8,33.6,NA,50.2,33.5,NA,36.8,inactivity rates
1988,34.1,36.7,32.9,43.8,44.9,52.6,38.2,41.5,NA,44.1,35.1,NA,49.8,33.1,NA,36.2,inactivity rates
1989,33.5,35.8,32.5,43.8,44.8,52.7,37.9,40.4,NA,43.9,36.4,NA,49.9,32.7,NA,35.7,inactivity rates
1990,33.5,35.3,32.6,44.3,45,52.8,37.4,40,NA,43,36.1,NA,49.8,32.6,NA,35.6,inactivity rates
1991,33.8,35.8,33.2,44.7,41.2,52.2,36.9,39.4,NA,42.3,36.2,NA,49.8,33,NA,36.3,inactivity rates
1992,33.6,36.1,34.1,44.6,41.9,52.5,36.7,39.1,NA,41.8,36.7,NA,50.2,34.2,NA,37.1,inactivity rates
1993,33.7,36.4,34.5,44.7,42.2,50.6,36.8,39.1,NA,42.6,36.7,NA,50.3,35.5,NA,37.4,inactivity rates
1994,33.4,36.1,34.8,44.8,42.6,51.2,37.1,38.4,NA,42,35.9,NA,50.3,36.3,NA,37.6,inactivity rates
1995,33.4,35.4,35.1,44.8,42.9,51.4,37.2,38.1,NA,40.4,35.3,NA,50.4,36,NA,37.6,inactivity rates
1996,33.2,35.4,35.2,44.5,42.9,51.3,37.2,37.9,NA,39.9,34.4,NA,50.1,36.1,NA,37.6,inactivity rates
1997,32.9,35.7,34.9,44.9,42.7,51.3,37,37.5,NA,38.9,34.5,NA,49.8,36.7,NA,37.5,inactivity rates
1998,32.9,35.7,34.6,44.9,42.3,50.9,37.4,39.4,NA,38.3,35,NA,49.4,37.1,NA,37.6,inactivity rates
1999,32.9,36,34.2,44.8,43.1,50.7,38,39.4,NA,37.6,34.9,NA,48.8,37.3,NA,37.2,inactivity rates
2000,32.9,35.6,34,44.6,43.3,50.5,38.3,38.8,NA,36.6,34.7,NA,47.7,36.3,NA,37.2,inactivity rates
2001,33.2,35.6,33.9,44.8,43.3,50.3,38.8,38.6,NA,35.9,34.2,NA,47.2,36.3,NA,37.3,inactivity rates
2002,33.4,35.7,32.9,44.6,43.6,50.1,39.6,38,NA,35.2,33.4,NA,45.9,36.1,NA,37.1,inactivity rates
2003,33.8,35.4,32.3,44.5,44,50.4,40.1,38.5,NA,35.2,33.6,NA,44.7,36.1,NA,37.1,inactivity rates
2004,34,35.4,32.4,44.6,43.6,50.9,40.4,37.9,NA,35,33,NA,43.8,36.4,NA,37.1,inactivity rates
2005,34,34.6,32.7,44.7,42.5,51.3,40.5,38,42.9,35.1,32.2,NA,42.9,35.2,NA,36.9,inactivity rates
2006,33.8,34.2,32.8,44.7,41.9,51.1,40.4,38.1,42,34.8,31.7,NA,41.9,35.1,55.1,36.5,inactivity rates
2007,34,33.8,32.5,44.6,41.7,51.4,40.2,38.2,42,34,31.5,NA,41.3,34.7,55.1,36.6,inactivity rates
2008,34,33.3,32.3,44.5,41.6,51,40.4,38.5,42.2,33.8,31.5,42,40.4,34.7,54.5,36.5,inactivity rates
2009,34.6,33.3,32.8,44.2,41.5,51.6,40.7,39.2,42.1,33.8,31.8,43.9,40.3,35.2,53.8,36.6,inactivity rates
2010,35.3,33.6,33,44.2,41.4,51.9,40.9,39,42.4,35.4,31.9,45.7,40.2,35.3,52.8,36.8,inactivity rates
2011,35.9,33.5,33.2,44.4,40.8,51.9,41.3,38.9,42.2,35.8,31.6,45.7,40.2,34.9,51.7,36.8,inactivity rates
2012,36.3,33.8,33.3,44.1,40.8,51,41.6,38.7,41.6,35.2,31.8,45.2,40.2,34.8,51.7,36.6,inactivity rates
1970,20.3,15.9,22.2,24.4,21.2,26.3,18.5,22.1,NA,NA,NA,NA,NA,21.5,NA,NA,Inactivity rates for men
1971,20.9,16.2,22.7,25.3,22.5,26.6,18.1,22.8,NA,NA,NA,NA,NA,22,NA,16.9,Inactivity rates for men
1972,21.1,16.4,22.5,26,23.6,28,18.2,22.5,NA,NA,NA,NA,NA,22.7,NA,17.2,Inactivity rates for men
1973,21.2,16.9,21.8,26.3,24.2,28.8,18.2,23.2,NA,20.6,NA,NA,NA,23.2,NA,17.7,Inactivity rates for men
1974,21.3,17.3,21.3,26.5,25.4,29,18.4,22.3,NA,20.7,NA,NA,NA,23.2,NA,18.5,Inactivity rates for men
1975,22.1,17.8,21.6,27.4,26.7,29.4,19,22.6,NA,20,NA,NA,NA,23,NA,18.7,Inactivity rates for men
1976,22.5,18.5,20.8,27.8,27.5,29.6,19,22.6,NA,20.8,NA,NA,NA,23.5,NA,19.1,Inactivity rates for men
1977,22.3,19,21,28,28.1,30.5,19.7,21.3,NA,21.3,NA,NA,21.2,24.4,NA,19.8,Inactivity rates for men
1978,22.1,20.2,20.7,28.6,28.4,31.3,20,22.1,NA,22.2,NA,NA,22.2,24.9,NA,20.7,Inactivity rates for men
1979,22.2,20.5,20.4,29.1,28.5,31.7,20.3,23.1,NA,23,NA,NA,23.2,24.9,NA,21.2,Inactivity rates for men
1980,22.6,20.9,20.5,29.8,28.8,32.1,20.7,23.6,NA,22.6,NA,NA,24.3,25.1,NA,21.5,Inactivity rates for men
1981,23,21.2,20.6,30.5,29.1,32.2,20.7,24.2,NA,22.5,NA,NA,25,26.2,NA,21.9,Inactivity rates for men
1982,23.4,21.6,22.1,29,29.4,33.1,21,25,NA,23.9,NA,NA,25.8,26.6,NA,23,Inactivity rates for men
1983,23.6,22.4,22.3,29.8,29.9,33.8,20.9,26.3,NA,24.8,NA,NA,26.7,27.1,NA,23.9,Inactivity rates for men
1984,23.6,22.7,22.5,30.7,30,34.4,21.6,27.9,NA,25.7,NA,NA,27.7,27.6,NA,23.5,Inactivity rates for men
1985,23.7,23.3,22.5,31,29.9,34.7,22.4,27.7,NA,26.2,NA,NA,28.8,27.5,NA,23.9,Inactivity rates for men
1986,23.7,23.3,22.4,31.4,29.8,34.8,22.7,27.9,NA,27.6,20.6,NA,29.4,27.5,NA,24.5,Inactivity rates for men
1987,23.8,23.8,22.6,32.2,30.1,35.5,23.4,27.5,NA,30.1,21.5,NA,30,28.7,NA,24.5,Inactivity rates for men
1988,23.8,24,22.8,33,30.4,36.1,23.5,27.1,NA,29.9,23.9,NA,30.6,28.4,NA,24.3,Inactivity rates for men
1989,23.6,23.6,22.8,33.4,30.9,36.6,23.6,26.6,NA,29.8,25.1,NA,31.1,27.9,NA,24.1,Inactivity rates for men
1990,23.6,23.5,23.4,34.4,31.5,37,23.3,26,NA,29.6,25.7,NA,31.4,28,NA,24.3,Inactivity rates for men
1991,24.2,24.4,24.5,35.3,28.9,36.3,22.9,25,NA,29.3,26.1,NA,31.9,28.3,NA,25.3,Inactivity rates for men
1992,24.2,24.9,25.6,35.5,29.9,36.9,22.5,24.3,NA,29,26.8,NA,33.3,29.5,NA,26.5,Inactivity rates for men
1993,24.6,25.5,26.3,36.2,30.7,35.7,22.4,24.3,NA,30.9,26.8,NA,34.2,30.8,NA,27.3,Inactivity rates for men
1994,24.9,25.5,26.6,36.6,31.2,36.6,22.8,23.7,NA,30.6,26.3,NA,35.1,31.5,NA,27.7,Inactivity rates for men
1995,25,25.3,27.2,36.9,31.9,37.2,23,23.6,NA,29.1,25.9,NA,35.7,31.2,NA,28,Inactivity rates for men
1996,25.1,25.5,27.5,36.6,32.2,37.5,22.9,23.8,NA,28.8,25.5,NA,35.7,31.4,NA,28.3,Inactivity rates for men
1997,25,26,27.3,37,32.4,37.7,22.9,23.9,NA,28.3,25.7,NA,35.8,31.9,NA,28.5,Inactivity rates for men
1998,25.1,26.3,27.3,37.6,32.1,37.6,23.4,24.9,NA,27.7,26.4,NA,35.4,32,NA,28.8,Inactivity rates for men
1999,25.3,26.6,27.1,37.5,33.9,37.7,23.9,25.6,NA,27.6,26.5,NA,35,32.5,NA,28.6,Inactivity rates for men
2000,25.2,26.9,27.2,37.4,34.4,37.7,24.5,25.6,NA,26.9,26.4,NA,34.3,31.5,NA,28.9,Inactivity rates for men
2001,25.6,27.3,27.3,37.9,34.7,38,25.2,25.7,NA,26.5,26.1,NA,33.9,32,NA,29.1,Inactivity rates for men
2002,25.9,27.5,26.6,37.7,35.4,37.8,26.2,25,NA,26.1,25.4,NA,33.2,31.9,NA,29.2,Inactivity rates for men
2003,26.5,27.6,26.3,38.1,36.3,38.4,27,25.3,NA,26.4,26.2,NA,32.5,32,NA,29.2,Inactivity rates for men
2004,26.7,27.4,26.5,38.5,35.9,39.1,27.6,25,NA,26.5,25.5,NA,32.1,32.3,NA,29.4,Inactivity rates for men
2005,26.7,27,26.8,38.7,34.8,39.4,27.7,25.4,22.2,27.2,25,NA,31.5,30.8,NA,29.5,Inactivity rates for men
2006,26.5,26.8,27.4,38.9,34.5,39.4,27.8,25.9,21.7,27.2,24.4,NA,31.1,30.8,31.3,29.2,Inactivity rates for men
2007,26.8,26.7,27.2,39.1,34.6,39.7,27.6,26,22.1,26.8,24.4,NA,31,30.5,31.4,29.3,Inactivity rates for men
2008,27,26.4,27,39,34.6,39.8,28,26.5,22.5,26.8,24.8,34.2,30.7,30.5,31,29.2,Inactivity rates for men
2009,28,26.7,28,38.9,34.7,40.6,28.7,26.9,23.3,27.1,25.4,36.3,31.6,31.1,30.9,29.8,Inactivity rates for men
2010,28.8,26.8,28.2,39,34.9,41,29.1,27,23.5,28.9,25.6,38.2,32.2,30.7,30.4,30.2,Inactivity rates for men
2011,29.5,26.9,28.3,39.3,34.4,41.3,29.5,26.9,23.6,29.7,25.4,38.8,32.8,30.7,29.4,30.3,Inactivity rates for men
2012,29.8,27.4,28.6,38.9,34.5,40.8,30.2,26.7,23.3,29.1,26,38.3,33.3,30.8,30,30.2,Inactivity rates for men
1970,56.7,59.6,61.7,61,61.6,73.6,50.8,60.7,NA,NA,NA,NA,NA,50,NA,NA,Inactivity rates for women
1971,56.6,59,60.6,60.6,61.5,73.7,51.4,60.5,NA,NA,NA,NA,NA,49.1,NA,55.4,Inactivity rates for women
1972,56.1,58.8,59.8,60.2,61,74.4,52.2,60.4,NA,NA,NA,NA,NA,48.5,NA,55.1,Inactivity rates for women
1973,55.3,57.6,58.1,59.8,60.5,73.9,52,58.5,NA,71.5,NA,NA,NA,48.3,NA,54.2,Inactivity rates for women
1974,54.3,56.5,57,59.4,60.6,73.5,53.5,58.5,NA,71.3,NA,NA,NA,46.7,NA,53.6,Inactivity rates for women
1975,53.7,55.5,55.6,59.6,60.7,73.2,54.2,59.6,NA,70.5,NA,NA,NA,44.8,NA,53.4,Inactivity rates for women
1976,52.7,55.7,53.8,58.7,60.7,72.4,54.1,56.8,NA,70.1,NA,NA,NA,44.1,NA,53.3,Inactivity rates for women
1977,51.6,55.2,52.9,58,60.7,71.1,53.1,58.3,NA,69.4,NA,NA,72.3,43.3,NA,53.1,Inactivity rates for women
1978,50,55.5,51.5,57.6,60.4,71.2,52.5,56.7,NA,68.9,NA,NA,72.3,42.5,NA,52.6,Inactivity rates for women
1979,49.1,55.7,50.2,57.2,60.1,70.5,52.4,56.7,NA,67.9,NA,NA,72.4,41.5,NA,52,Inactivity rates for women
1980,48.5,54.5,49,56.9,59.7,69.9,52.8,57.2,NA,65.7,NA,NA,72.6,40.7,NA,51.4,Inactivity rates for women
1981,47.9,54.5,47.7,56.5,59.3,69.6,52.7,57.7,NA,63.3,NA,NA,73,39.9,NA,51.4,Inactivity rates for women
1982,47.4,54.6,47.7,54.2,59.3,69.7,52.4,56.6,NA,62.1,NA,NA,72.6,39.5,NA,51.9,Inactivity rates for women
1983,47.1,54.5,46.9,54.2,59.5,69.5,51.5,57.2,NA,62.9,NA,NA,71.9,39.2,NA,51.6,Inactivity rates for women
1984,46.4,53.9,46.1,53.8,59.3,69.5,52,59.3,NA,62,NA,NA,72,38.9,NA,49.8,Inactivity rates for women
1985,45.5,52.9,45,53.7,58.8,69.3,52.2,58.1,NA,62.1,NA,NA,71.9,38.5,NA,49.3,Inactivity rates for women
1986,44.7,50.7,44.3,53.2,58.6,68.1,52.2,56.9,NA,59.8,45.3,NA,71.5,38.3,NA,48.6,Inactivity rates for women
1987,44,50,43.5,53.2,58.3,67.8,52.2,55,NA,59,45.1,NA,68.8,38.1,NA,47.9,Inactivity rates for women
1988,43.4,49.2,42.6,53.4,57.7,67.7,52,55,NA,57.7,45.8,NA,67.4,37.6,NA,47.2,Inactivity rates for women
1989,42.6,47.8,41.9,53.1,57.3,67.4,51.3,53.4,NA,57.4,47,NA,67.2,37.2,NA,46.4,Inactivity rates for women
1990,42.5,46.8,41.5,53.2,56.9,67.2,50.7,53,NA,55.8,46,NA,66.7,37,NA,46.1,Inactivity rates for women
1991,42.6,47,41.6,53.2,52.3,66.8,50.2,52.9,NA,54.8,45.7,NA,66.3,37.6,NA,46.4,Inactivity rates for women
1992,42.2,46.9,42.2,52.8,52.6,66.7,50,52.9,NA,54,46,NA,65.7,38.7,NA,46.8,Inactivity rates for women
1993,42.1,47.1,42.4,52.3,52.8,64.3,50.3,52.9,NA,53.8,46.1,NA,65.3,39.9,NA,46.7,Inactivity rates for women
1994,41.2,46.4,42.6,52.1,52.9,64.5,50.5,52.2,NA,53,44.9,NA,64.5,40.8,NA,46.7,Inactivity rates for women
1995,41.1,45.3,42.7,51.9,52.9,64.3,50.7,51.6,NA,51.4,44.2,NA,64,40.5,NA,46.5,Inactivity rates for women
1996,40.7,45,42.7,51.6,52.6,63.9,50.6,51.1,NA,50.6,42.8,NA,63.5,40.6,NA,46.2,Inactivity rates for women
1997,40.2,45.2,42.2,52,52.2,63.7,50.3,50.2,NA,49.2,42.9,NA,62.8,41.4,NA,45.8,Inactivity rates for women
1998,40.2,45,41.5,51.6,51.8,63.1,50.6,52.9,NA,48.6,43,NA,62.5,42,NA,45.6,Inactivity rates for women
1999,40,45,40.9,51.3,51.7,62.6,51.2,52.4,NA,47.3,42.7,NA,61.7,41.9,NA,45.1,Inactivity rates for women
2000,40.1,44.2,40.5,51.1,51.6,62.1,51.3,51.2,NA,46.1,42.6,NA,60.3,40.8,NA,44.8,Inactivity rates for women
2001,40.2,43.8,40.2,51,51.4,61.6,51.5,50.7,NA,45,41.7,NA,59.7,40.5,NA,44.9,Inactivity rates for women
2002,40.4,43.7,39.1,50.7,51.3,61.3,52.1,50.2,NA,44,41,NA,57.9,40.1,NA,44.5,Inactivity rates for women
2003,40.5,42.9,38.1,50.3,51.2,61.4,52.4,51,NA,43.7,40.6,NA,56.3,40.1,NA,44.4,Inactivity rates for women
2004,40.8,43.1,38.1,50.2,50.8,61.7,52.4,50.1,NA,43.3,40.1,NA,55,40.2,NA,44.2,Inactivity rates for women
2005,40.7,42,38.4,50.1,49.7,62.1,52.4,49.9,61,42.7,39.1,NA,53.8,39.4,NA,43.9,Inactivity rates for women
2006,40.6,41.4,38.2,50,48.8,61.9,52.1,49.7,59.7,42.2,38.6,NA,52.3,39.2,78,43.4,Inactivity rates for women
2007,40.7,40.7,37.5,49.7,48.4,62.1,51.9,49.8,59.4,41,38.2,NA,51.3,38.8,77.9,43.6,Inactivity rates for women
2008,40.5,40,37.4,49.5,48.2,61.4,52,50,59.4,40.5,37.8,49.2,49.7,38.8,77.2,43.3,Inactivity rates for women
2009,40.8,39.9,37.5,49.1,47.9,61.8,51.9,50.8,58.9,40.2,37.8,51,48.6,39.3,75.9,43.2,Inactivity rates for women
2010,41.4,40.2,37.6,49,47.6,61.8,51.9,50.6,59.3,41.6,37.9,52.6,47.9,39.7,74.4,43.2,Inactivity rates for women
2011,41.9,40,37.8,49.1,46.8,61.6,52.3,50.3,58.8,41.7,37.5,52.1,47.2,39,73.3,43,Inactivity rates for women
2012,42.3,40.1,37.9,48.8,46.8,60.3,52.3,50.1,58,41.1,37.4,51.7,46.8,38.7,72.8,42.8,Inactivity rates for women
1970,137085,8819,14528,36980,46094,40279,78616,17468,NA,NA,NA,NA,NA,6106,NA,NA,working-age population
1971,140216,9036,14872,37410,46688,40385,79556,18118,NA,NA,NA,NA,NA,6157,NA,40410,working-age population
1972,144126,9238,15186,37803,47101,40780,80467,18819,NA,NA,NA,NA,NA,6176,NA,40578,working-age population
1973,147096,9425,15526,38192,47594,41186,82147,19490,NA,9750,NA,NA,NA,6199,NA,40754,working-age population
1974,150120,9614,15924,38560,47904,41745,83173,20187,NA,9885,NA,NA,NA,6222,NA,40925,working-age population
1975,153153,9763,16323,38872,48018,42131,84192,20918,NA,9803,NA,NA,NA,6256,NA,41115,working-age population
1976,156150,9957,16582,39182,48128,42312,85164,21630,NA,9960,NA,NA,NA,6286,NA,41344,working-age population
1977,159033,10136,16964,39527,48419,42529,86070,22407,NA,10103,NA,NA,25341,6319,NA,41620,working-age population
1978,161910,10406,17302,39858,48789,43000,87021,23130,NA,10256,NA,NA,25656,6359,NA,41916,working-age population
1979,164863,10575,17663,40233,49254,43436,88000,23787,NA,10415,NA,NA,25994,6395,NA,42240,working-age population
1980,167745,10778,18032,40601,49848,43860,89078,24463,NA,10588,NA,NA,26370,6441,NA,42582,working-age population
1981,170130,10994,18398,40961,50344,44184,89927,25100,NA,10744,NA,NA,26739,6478,NA,42881,working-age population
1982,172271,11204,18716,41295,50714,44847,90918,25638,NA,10871,NA,NA,27111,6512,NA,43095,working-age population
1983,174215,11401,18981,41630,50928,45457,92075,26212,NA,10996,NA,NA,27456,6552,NA,43340,working-age population
1984,176383,11602,19220,41966,51084,45853,93226,26861,NA,11131,NA,NA,27843,6586,NA,43608,working-age population
1985,178206,11826,19460,42303,51252,46174,94405,27553,NA,11271,NA,NA,28260,6607,NA,43876,working-age population
1986,180587,12074,19715,42660,51448,46628,95626,28225,NA,11403,2533,NA,28621,6634,NA,44099,working-age population
1987,182753,12323,19985,43035,51645,46986,96955,28955,NA,11561,2555,NA,29014,6677,NA,44308,working-age population
1988,184613,12593,20257,43404,51894,47778,98243,29602,NA,11667,2572,NA,29468,6717,NA,44468,working-age population
1989,186393,12823,20540,43762,52283,47660,99493,30265,NA,11766,2584,NA,29878,6765,NA,44613,working-age population
1990,189164,13051,20852,44152,53438,48016,100656,30887,NA,11865,2612,NA,30160,6823,NA,44717,working-age population
1991,190925,13227,21176,44396,66487,48044,101750,31535,NA,11979,2646,NA,30423,6857,NA,44804,working-age population
1992,192805,13391,21459,44651,67083,48203,102592,32020,NA,12077,2675,NA,30755,6878,NA,44859,working-age population
1993,194838,13561,21731,44919,67709,47375,103466,32526,NA,12162,2706,NA,31075,6888,NA,44899,working-age population
1994,196814,13729,21994,45164,68022,47520,104200,33046,NA,12246,2743,NA,31361,6936,NA,44973,working-age population
1995,198584,13936,22274,45419,68240,47646,104857,33659,NA,12319,2785,NA,31639,6961,NA,45091,working-age population
1996,200591,14117,22567,45676,68498,47748,105467,34274,NA,12387,2831,NA,32005,6971,NA,45249,working-age population
1997,203133,14321,22858,45954,68797,47820,106367,34851,NA,12455,2870,NA,32380,6986,NA,45423,working-age population
1998,205220,14525,23124,46217,68914,47904,107044,35347,NA,12538,2897,NA,32692,7006,NA,45609,working-age population
1999,207753,14698,23385,46521,69187,47960,107594,35757,NA,12614,2917,NA,33003,7059,NA,45818,working-age population
2000,212577,14902,23687,46871,69365,48029,108120,36186,NA,12703,2938,NA,33430,7043,NA,46085,working-age population
2001,215092,15140,24028,47278,69600,48107,108620,36579,NA,12803,2966,NA,33938,7114,NA,46413,working-age population
2002,217570,15390,24383,47681,69900,48232,109030,36963,NA,12892,3023,NA,34524,7109,NA,46707,working-age population
2003,221168,15611,24703,48067,70160,48562,109381,37340,NA,12962,3093,NA,35127,7147,NA,47007,working-age population
2004,223357,15802,25028,48469,70432,49080,109661,37717,NA,13019,3150,NA,35723,7195,NA,47364,working-age population
2005,226082,16099,25345,48885,70752,49606,109838,38300,73292,13075,3199,NA,36326,7243,NA,47792,working-age population
2006,228815,16371,25711,49250,70892,49913,110059,38762,74282,13128,3252,NA,36920,7312,49174,48197,working-age population
2007,231867,16701,26094,49559,70968,50301,110419,39170,75538,13190,3297,NA,37575,7387,49994,48611,working-age population
2008,233788,17020,26486,49826,71021,50711,110630,39598,76761,13271,3335,30967,38112,7467,50772,48998,working-age population
2009,235801,17400,26883,50057,70943,51064,110761,40092,78314,13368,3379,31494,38325,7547,51686,49355,working-age population
2010,237830,17773,27250,50294,70858,51311,110881,40590,81969,13460,3427,32007,38375,7620,52541,49726,working-age population
2011,239618,18052,27578,50557,70978,51579,110882,41052,83399,13540,3465,32494,38398,7682,53593,50095,working-age population
2012,243284,18332,27922,50782,71274,51729,110752,41582,85023,13629,3492,32959,38334,7732,54724,50473,working-age population
1970,64304,4377,7162,17451,21162,19189,38027,8274,NA,NA,NA,NA,NA,3006,NA,NA,working-age population for men
1971,65942,4483,7329,17689,21523,19199,38477,8604,NA,NA,NA,NA,NA,3029,NA,19137,working-age population for men
1972,67835,4583,7479,17895,21737,19415,38948,8992,NA,NA,NA,NA,NA,3035,NA,19232,working-age population for men
